grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step,eval_loss,eval_loss_q0,eval_loss_q1,eval_loss_q2,eval_loss_q3,eval_mse,eval_mse_q0,eval_mse_q1,eval_mse_q2,eval_mse_q3
1.0405276050210692,1.75624680519104,1.782115,1.7562623,1.7282623,1.7740318,1.0102252960205078,1.0219809,1.0010706,1.021273,0.9961364,64,0,,,,,,,,,,
,,,,,,,,,,,,,2.364879846572876,2.3259804,2.3404586,2.3878107,2.4317408,1.6205017566680908,1.5969479,1.6156135,1.6248963,1.6585555
0.7766524722168671,1.4226290583610532,1.1783423,1.3612096,1.4980297,1.6423552,0.6974816858768461,0.45039064,0.6296323,0.77901787,0.92055094,3264,50,,,,,,,,,,
0.3845726675071966,1.2799551987648006,0.9789637,1.2012408,1.3986179,1.5570121,0.5890903496742245,0.28502905,0.516251,0.70690924,0.86388034,6464,100,,,,,,,,,,
0.362721153172056,1.2351265978813166,0.9186897,1.1453968,1.3412753,1.5183364,0.5787121319770809,0.2582074,0.48745456,0.6895018,0.862477,9664,150,,,,,,,,,,
0.37037622223627614,1.1924432778358458,0.86325246,1.0903696,1.3110434,1.4872614,0.5669712924957275,0.23567218,0.46848527,0.6805701,0.86530006,12864,200,,,,,,,,,,
0.3513849022544021,1.1496739768981936,0.8152285,1.0571269,1.2711803,1.4613143,0.5557820957899093,0.22015275,0.46187878,0.68023854,0.8670445,16064,250,,,,,,,,,,
0.34821878420311875,1.1265026593208312,0.78634787,1.0104918,1.2480648,1.4400015,0.5569857811927796,0.21649212,0.44689986,0.6761802,0.8675676,19264,300,,,,,,,,,,
0.35193023718188826,1.087265684604644,0.74614483,0.97665167,1.2136291,1.4136317,0.5447959429025648,0.20194642,0.43680033,0.67303455,0.8684359,22464,350,,,,,,,,,,
0.3282140796490311,1.0534495186805728,0.70615125,0.94942003,1.191603,1.3849199,0.5365063303709031,0.18967184,0.42931187,0.67610013,0.8692826,25664,400,,,,,,,,,,
0.3376787446998519,1.0230990660190578,0.66640013,0.9173028,1.1601428,1.369152,0.5312337970733636,0.17732924,0.4270121,0.67044365,0.8708435,28864,450,,,,,,,,,,
0.3360290170471196,0.9958231568336489,0.63820356,0.8909699,1.1364353,1.3448797,0.5266859346628188,0.1720044,0.4208506,0.66904026,0.8719985,32064,500,,,,,,,,,,
0.3455695299496598,0.9804841268062593,0.61641204,0.8643455,1.1250995,1.3260181,0.5333069771528245,0.16968945,0.41788328,0.6768311,0.87880915,35264,550,,,,,,,,,,
0.3275750372847219,0.9491480338573456,0.592815,0.8261445,1.0873656,1.3020377,0.5222111111879348,0.16122757,0.40501836,0.6583127,0.87604237,38464,600,,,,,,,,,,
0.3435493358752386,0.9296659684181213,0.567904,0.8095928,1.0624285,1.2832533,0.5195981001853943,0.15761735,0.39803305,0.65131724,0.87594974,41664,650,,,,,,,,,,
0.3213559404854987,0.8947765946388244,0.53465104,0.7773633,1.0317056,1.2611688,0.5063556146621703,0.1497237,0.3864649,0.64314204,0.87165594,44864,700,,,,,,,,,,
0.3535991421778764,0.8777896666526794,0.516014,0.7465587,0.9986488,1.2319672,0.5067720752954483,0.14312641,0.3750169,0.6271385,0.8636486,48064,750,,,,,,,,,,
0.31929255422974234,0.8450618982315063,0.495816,0.70282906,0.9757462,1.2192738,0.4918675792217256,0.14159147,0.35327095,0.62225294,0.8635696,51264,800,,,,,,,,,,
0.3275501682369233,0.8218098926544187,0.4708561,0.68564254,0.94903886,1.200206,0.4848441642522812,0.13406861,0.34982106,0.61089826,0.86302,54464,850,,,,,,,,,,
0.29142454418882996,0.8036106109619144,0.450702,0.65778667,0.926061,1.1882335,0.4818142467737198,0.12950441,0.33676532,0.60438,0.8649523,57664,900,,,,,,,,,,
0.2919882691901675,0.7807877135276794,0.4374404,0.6353075,0.899837,1.1654714,0.47192557036876687,0.13001096,0.32586804,0.59203404,0.85453475,60864,950,,,,,,,,,,
0.29145440299080105,0.7636781740188598,0.41179278,0.6126074,0.87768,1.1520158,0.4709830719232559,0.120918274,0.32164222,0.585712,0.8549447,64064,1000,,,,,,,,,,
0.2847531320248961,0.748600766658783,0.39459622,0.5988452,0.8647529,1.1354178,0.46857499837875366,0.116800904,0.3163492,0.5863421,0.85422623,67264,1050,,,,,,,,,,
0.28811288429545745,0.7298956620693207,0.3757182,0.5763918,0.84271204,1.1219815,0.4642665231227873,0.111509144,0.3102899,0.5754746,0.8570966,70464,1100,,,,,,,,,,
0.27677897660045797,0.7106681478023528,0.3616013,0.5533704,0.8283922,1.1149944,0.45533960461616513,0.107586,0.297902,0.57288635,0.8586242,73664,1150,,,,,,,,,,
0.28349569545782005,0.6948219299316406,0.34332833,0.53314143,0.8103066,1.1048819,0.4524532985687255,0.10070085,0.2898832,0.5695591,0.8620985,76864,1200,,,,,,,,,,
0.285030546220011,0.68675901055336,0.33673418,0.5225626,0.797182,1.0859535,0.454831925034523,0.102421306,0.2905795,0.5654387,0.85625446,80064,1250,,,,,,,,,,
0.28120614875144134,0.6767684161663055,0.32222474,0.5056831,0.7775903,1.0733799,0.4555173271894455,0.100348905,0.28461248,0.556417,0.8524578,83264,1300,,,,,,,,,,
0.2709861787338539,0.655044674873352,0.3091127,0.48273838,0.76571643,1.0632764,0.4444190019369126,0.09856897,0.27205378,0.55641824,0.8511877,86464,1350,,,,,,,,,,
0.27222230114802826,0.6428011512756349,0.2950717,0.47363693,0.7571326,1.0575206,0.4409362524747847,0.09476696,0.26900205,0.55538565,0.85652435,89664,1400,,,,,,,,,,
